// cmdid = message (HSR-OWNER); real name where known, // obf: original
4 = GetLevelRewardTakenListScRsp  // obf: GPONDAHEKJN
9809 = KNHFDINIJOL
9810 = PixAirSwapEquipScRsp  // obf: LABAJFDICMD
9812 = PixAirUnlockPlaneScRsp  // obf: GIHJNDBDJJI
9817 = PixAirSellEquipScRsp  // obf: FCIBLHJDPID
9818 = HENHAIFODIG
9822 = ILFJIIDEEBI
9823 = PAGLMEAGPPC
9824 = ANKFJAABBFK
9827 = HBOCFEEEEII
9829 = IMFBPGDPEOI
9830 = FMDGFHPOAIO
9832 = HMMHDEKAHEA
9844 = RelicPresetDeletePlanCsReq  // obf: DCJGPJGJFIF
9845 = RelicPresetUpdatePlanScRsp  // obf: OIKGKBHIILL
9848 = RelicPresetAddPlanScRsp  // obf: MLANPONCIIC
9849 = EJILGJGLKIO
9850 = RelicPresetGetPlanCsReq  // obf: PCFJAHNECFM
9852 = EGGOCLKIAME
9853 = RelicPresetDeletePlanScRsp  // obf: FHHAHPNHACD
9856 = RelicPresetGetPlanScRsp  // obf: JLHEBEDKIPC
9857 = RelicPresetAddPlanCsReq  // obf: ICBOAPKOBOH
9860 = RelicPresetUpdatePlanCsReq  // obf: JLBODMEMLKJ
9862 = FateRinStartStoryFightScRsp  // obf: NCENFLDDJEA
9864 = KNLJDBNOPKD
9865 = GHCLLIAGDEP
9866 = FateRinGetDataScRsp  // obf: NCBOENDMDIC
9867 = AIKICHNEPKE
9868 = StartFateRinStoryFightCsReq  // obf: DFDCPCNBPAD
9871 = OCOEKDNDEGJ
9873 = KDMOONKPLPI
9875 = PPGFKFIAAHL
9876 = FateRinStartHouguMapFightCsReq  // obf: DHGDFOIKEDD
9879 = FateRinStartHouguMapFightScRsp  // obf: KBFCICJOJPE
9880 = GOELKOBOCDI
9883 = FateRinStartChallengeFightCsReq  // obf: KDIHMOLCGED
9886 = PMEHLELAFJI
9892 = EILMEGELLLJ
9893 = DNNNCIPMPKH
9894 = FateRinGetDataCsReq  // obf: DIEODGPPEDC
9895 = FNHBHPDJACF
9898 = FateRinStartChallengeFightScRsp  // obf: GIGMJINJFJC
9904 = ChenLingFesLevelEndScRsp  // obf: LDBOCEIMACL
9906 = GetChenLingFesDataScRsp  // obf: LMOPBCHMGFO
9911 = ChenLingFesLevelResumeScRsp  // obf: CAJKJIFMGDM
9914 = ChenLingFesBusinessDayEndScRsp  // obf: NHHKCCGMHEF
9916 = ChenLingFesLevelResumeCsReq  // obf: CLGKHDMKGID
9920 = ChenLingFesLevelStartCsReq  // obf: BBGIFPNDBIO
9926 = ChenLingFesLevelEndCsReq  // obf: JOMKCLPKFHM
9929 = ChenLingFesLevelLeaveCsReq  // obf: OFIKFCJEDNP
9931 = ChenLingFesLevelStartScRsp  // obf: HJDCIEFEGIM
9932 = ChenLingFesLevelLeaveScRsp  // obf: LDANNFAAHIJ
9934 = GetChenLingFesDataCsReq  // obf: JJONBPINLJJ
9940 = ChenLingFesRaidKickedNotify  // obf: GBNDHIOAMDF
9948 = ChenLingFesBusinessDayEndCsReq  // obf: GAECNILJCEC
9953 = CLCOAJDPMJN
9954 = ICLFACJDJHB
9958 = TeamTowersGetDataCsReq  // obf: PIOKKOMDAEI
9963 = KKPHDBMNNHB
9979 = TeamTowersGetDataScRsp  // obf: GNNAEMBFINJ
9981 = B51RacingSetDriverCsReq  // obf: MBFFBPKEPLN
9982 = B51RacingReplacePartScRsp  // obf: DAAOIDJDHLO
9983 = B51RacingSelectDevelopActionCsReq  // obf: CKPHDKEPMCJ
9984 = B51RacingCarLiveryCsReq  // obf: KHJMPFPEIIN
9985 = B51RacingStartMatchScRsp  // obf: FMABAKJCFKJ
9986 = B51RacingSelectDevelopPartScRsp  // obf: GIDPDEJAAED
9987 = B51RacingSelectDevelopPartCsReq  // obf: FJOJCFGBOFI
9988 = B51RacingStartCycleScRsp  // obf: GLFNFMMIABM
9989 = B51RacingEndMatchScRsp  // obf: EAMCJJHBKMK
9990 = B51RacingGetDataCsReq  // obf: GKPNGNAODNB
9991 = B51RacingSetDriverScRsp  // obf: NGOFKJDNLPB
9992 = B51RacingEndMatchCsReq  // obf: PJIKKAKAIHK
9993 = B51RacingCarLiveryScRsp  // obf: DIIGIPHOJAC
9994 = B51RacingMissionChangeAgendaScNotify  // obf: EFMHKGDLGJN
9996 = B51RacingGetDataScRsp  // obf: MHFNMBHNPHA
9997 = B51RacingStartCycleCsReq  // obf: IBKICHBPNCJ
9998 = B51RacingDriverUnlockScNotify  // obf: POBGLPDKGMC
9999 = B51RacingSelectDevelopActionScRsp  // obf: LHHHDBGHDCF
10000 = B51RacingStartMatchCsReq  // obf: JDFAFAIMJOM
10003 = JCIPKHCJLBM
10004 = NPMOBJOCIAF
10005 = JPPCNOGIMFD
10006 = FMOEINGLFGG
10007 = PMBMFHMKBNC
10008 = AOBDHCFGGBH
10009 = HPJONNDENCB
10010 = ADDMKOIFOEF
10012 = FKPKLHICPFO
10013 = AFKFJCPELEM
10016 = PPFAMGCOOFP
10017 = JNDBILOGFAF
10018 = FDCJIIKHHHB
10019 = ELNAIJEFGMK
10020 = HMLFGDFLIBP
10022 = ABGMGHNOONM
10023 = FIJJHJADLLM
10024 = MGFJDLIBABO
10029 = StartFinalityBattleLevelScRsp  // obf: FLHCGOFNPLA
10030 = StartFinalityBattleLevelCsReq  // obf: PJPKKAKEFNB
10033 = BlindBoxOpenBoxScRsp  // obf: ABOIDFLIHMB
10037 = BlindBoxResetPoolPositionScRsp  // obf: NBHPNNMLJGM
10038 = BlindBoxGetDataCsReq  // obf: HLFJAELPOPL
10043 = BlindBoxOpenBoxCsReq  // obf: EOGAEHKDCJE
10050 = BlindBoxResetPoolPositionCsReq  // obf: EEGEKJKHKII
10059 = BlindBoxGetDataScRsp  // obf: PAMNDCBKJEI
10062 = CHNMJPLALEC
10064 = LPJFNJAJIGM
10065 = CPCHHBHCGOO
10066 = OAOONIMHKLA
10067 = FAKNKCAOHON
10068 = ILBLJAFMBBK
10069 = MENCBJMOEML
10071 = GNBOBLNFEHI
10073 = DCNIDBKPPCK
10075 = PPOPABLIHNI
10076 = CDLFFHOHAIH
10077 = JDNHIMDLIHH
10078 = BlindBoxTradeChangeScNotify  // obf: FONIEGCDBDF
10079 = IAKKHBENIOL
10080 = PublishPrivateOrderCsReq  // obf: MFKMKMPKIEF
10081 = MNGELOJBJGC
10083 = IOPNJIOPAFI
10084 = DPOGMNFCMNN
10085 = IMDEBPDKCAJ
10086 = PublishPrivateOrderRsp  // obf: FNKHNOMEMFD
10088 = BMJHNDBOPLC
10089 = MIECIEKKIMJ
10091 = NLBAOLFBEGB
10092 = HAHEOGIBNHL
10093 = PHIMNIFMBMI
10094 = OKCAJHKCJDE
10095 = BACPIBIJPPH
10098 = HLJINHODOPP
10100 = CCLIGKFAHJI
10104 = B51RacingChallengeEndMatchCsReq  // obf: CAIHDDPGGJA
10108 = B51RacingChallengeStartMatchScRsp  // obf: CPJPHILONME
10110 = B51RacingChallengeUpdateCarCsReq  // obf: BMHKBOKMCPC
10113 = B51RacingChallengeEndMatchScRsp  // obf: DCNCHPKGHHN
10116 = B51RacingChallengeUpdateCarScRsp  // obf: LPKBLKAHEDB
10117 = B51RacingChallengeStartMatchCsReq  // obf: BCJNPKDDKDK
10122 = CJIFMPGCOOC
10142 = JJNAGGNONHA
10143 = TrainCakeCatchDataScNotify  // obf: DMKIHKJAMPJ
10144 = TrainCakeCatchSearchCsReq  // obf: JLPJAFHHGDM
10145 = TrainCakeCatchDiyScRsp  // obf: NFGMCNFHHBE
10146 = BPJMEGHIEIN
10147 = CIEAALPHGFM
10148 = TrainCakeCatchOpenBoxScRsp  // obf: MHGGOEJBLCP
10149 = TrainCakeCatchDiyLikeScRsp  // obf: DLAJEPIPOMO
10152 = TrainCakeCatchDiyLikeCsReq  // obf: KNHLAKBNPCB
10153 = TrainCakeCatchSearchScRsp  // obf: GFCJIPKABEF
10154 = GBHIPKDIMMH
10157 = TrainCakeCatchOpenBoxCsReq  // obf: MODIAGGMAMG
10158 = TrainPetDiyScRsp  // obf: KODDIJEAMHF
10159 = TrainPetDiyCsReq  // obf: MKCIKLPNODD
10160 = TrainCakeCatchDiyCsReq  // obf: LGBFHCLGNCC
10168 = PetParkDiyScRsp  // obf: MACGIEKOBNM
10177 = PetParkDiyCsReq  // obf: GCIPPFFMEDI
10184 = PetMarbleSyncDataScNotify  // obf: PHDFGLFGPOL
10185 = PetMarbleGetCycleTrialPetsCsReq  // obf: LFFFJFAJGEF
10188 = LMOILOPJKCB
10190 = PetMarbleGetDataCsReq  // obf: AHJJOIHCOML
10192 = PetMarbleGetCycleTrialPetsScRsp  // obf: KDGKPPBOOHL
10193 = ODHFCEALPFN
10196 = PetMarbleGetDataScRsp  // obf: HLGIPNCDMKM
10197 = MNLLCNFNKKP
10200 = PetMarbleLevelBeginScRsp  // obf: PJBPJMDKALB
10270 = VoracityInvasionGetDataCsReq  // obf: KGNBPKBCHAB
10276 = GetVoracityInvasionDataScRsp  // obf: AAPCFLPKIFN
10277 = VoracityInvasionChangeScNotify  // obf: FHEGFNKFGOG
10284 = BPMFHIHNEHH
10288 = JLMKPMCDOKC
10290 = MLNNHJKKMNC
10296 = OMEAEOLPGGM
10297 = AFAIGBNOCJB
30005 = FightLeaveScNotify  // obf: FEMJLEMCEFD
30015 = FightGeneralScNotify  // obf: COMJKPOMILA
30016 = FightHeartBeatScRsp  // obf: IMKKKJFHEIO
30025 = FightEnterScRsp  // obf: JEOILKKMKCN
30034 = KIJEFPFAIJC
30056 = MCKLINCMDKK
30058 = FightSessionStopScNotify  // obf: OOCNBNHOICI
30060 = OEAMNAAJJHI
30083 = FightGeneralScRsp  // obf: ICKLANINJDB
30104 = FightMatch3SoloPreTurnEndScRsp  // obf: CBDJAJAKCFF
30105 = FightMatch3StartCountDownScNotify  // obf: NMOMCMJOFGG
30107 = FightMatch3RoyaleDataUpdateNotify  // obf: GBMPOBJDAFF
30108 = FightMatch3UseItemScRsp  // obf: AJOHOIGMCNN
30111 = FightMatch3SoloDataUpdateNotify  // obf: LGEOFJJKFNF
30112 = FightMatch3SoloAnimEndScRsp  // obf: BCMGFCDNAIE
30115 = FightMatch3ChatScRsp  // obf: MHLMFDBFCEC
30116 = OKIPFIENKIF
30117 = FightMatch3SoloSwapNotify  // obf: OJLHCIDDFDF
30119 = BGEJHKFILME
30121 = EEFDJLPDCFO
30125 = FightMatch3DataScRsp  // obf: BMBCNFKFABK
30134 = PLHPJCKDEDI
30138 = FightMatch3SoloUseItemNotify  // obf: OPAOIBLFJOM
30139 = FightMatch3ForceUpdateNotify  // obf: EAGCPEPIOIO
30142 = FightMatch3ChatScNotify  // obf: KINFINGMICK
30156 = FightMatch3OpponentDataScNotify  // obf: GBFDMFJKOOP
30158 = FightMatch3SwapScRsp  // obf: LNGLLJKNKHG
30160 = FightMatch3TurnEndScNotify  // obf: GODEELLFLEN
30161 = PKBDAKMLDMC
30164 = FightMatch3SoloDataScRsp  // obf: LLFIKHHPJEB
30168 = FHAPLEMDKGN
30175 = FightMatch3TurnStartScNotify  // obf: IEOGEDFAELP
30178 = CDPEFGCIGFB
30181 = FightMatch3RoyaleRankUpdateNotify  // obf: DPDDOADGCMG
30183 = BEOGFNDKCIL
30185 = FightMatch3RoyaleDataScRsp  // obf: PKBJOGHCFOA
